Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
9603221947,"Aug 2, 2023, 10:36:58 PM",Evening Run,Run,,1691,3.23,,,false,,,activities/10297133945.fit.gz,,,1691.0,1052.0,3230.6,7.898,3.071,10.6,11.4,7.8,13.6,14.4,0.0,,,,,,,,,138.0,,,,,,,,,,,,,,,,0.0,,1.0,3423.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.91,0.0,,,,,,,,,,,,,,,,,""
9603221962,"Aug 2, 2023, 9:32:10 PM",Afternoon Walk,Walk,,3499,1.40,,,false,,,activities/10297133978.fit.gz,,,3499.0,218.0,1406.8,1.864,6.453,0.0,-3.4,9.6,13.0,24.3,-0.4,,,,,,,,,39.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.402,0.0,,,,,,,,,,,,,,,,,""
9603222050,"Jul 31, 2023, 9:57:41 PM",Afternoon Run,Run,,2158,4.85,,,false,,,activities/10297134034.fit.gz,,,2158.0,1486.0,4852.6,8.587,3.266,17.2,20.4,7.4,13.2,12.8,-0.1,,,,,,,,,208.0,,,,,,,,,,,,,,,,0.0,,1.0,5152.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.249,0.0,,,,,,,,,,,,,,,,,""
9603222101,"Jul 29, 2023, 5:34:42 PM",Afternoon Run,Run,,3389,8.03,,,false,,,activities/10297134074.fit.gz,,,3389.0,3014.0,8038.4,4.958,2.667,32.8,33.2,11.8,19.0,14.1,0.0,,,,,,,,,366.0,,,,,,,,,,,,,,,,0.0,,1.0,8098.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.372,0.0,,,,,,,,,,,,,,,,,""
9603222151,"Jul 22, 2023, 6:56:40 PM",Afternoon Workout,Workout,,4557,0,,,false,,,activities/10297134165.fit.gz,,,4557.0,4557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,415.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9603222189,"Jul 25, 2023, 10:20:39 PM",Evening Run,Run,,2805,6.44,,,false,,,activities/10297134168.fit.gz,,,2805.0,2077.0,6448.6,8.057,3.105,13.4,14.4,8.0,13.4,5.6,0.0,,,,,,,,,279.0,,,,,,,,,,,,,,,,0.0,,1.0,6719.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.299,0.0,,,,,,,,,,,,,,,,,""
9603222207,"Jul 27, 2023, 9:37:25 PM",Afternoon Run,Run,,4505,9.67,,,false,,,activities/10297134163.fit.gz,,,4505.0,3520.0,9676.0,4.456,2.749,17.6,17.0,1.0,15.6,7.9,0.0,,,,,,,,,417.0,,,,,,,,,,,,,,,,0.0,,1.0,9934.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.148,0.0,,,,,,,,,,,,,,,,,""
9603222264,"Jul 15, 2023, 8:21:07 PM",Afternoon Run,Run,,3675,6.45,,,false,,,activities/10297134248.fit.gz,,,3675.0,2523.0,6451.8,4.329,2.557,2.4,2.4,1.0,3.6,7.0,0.0,,,,,,,,,281.0,,,,,,,,,,,,,,,,0.0,,1.0,6513.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.756,0.0,,,,,,,,,,,,,,,,,""
9616565595,"Aug 9, 2023, 10:40:56 PM",Evening Run,Run,,3446,7.25,173.0,91,false,,,activities/10311201358.fit.gz,,,3446.0,2585.0,7257.2,4.694,2.807,18.8,21.2,7.0,13.4,6.3,0.0,,,,,,161.0,,,313.0,,,91.0,,,,,,,,,,,,,0.0,,1.0,7303.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.106,0.0,,,,7892.0,,,,,,,,,,,,,""
9623720656,"Aug 10, 2023, 10:19:33 PM",Evening Run,Run,,2750,6.45,171.0,66,false,,,activities/10318756970.fit.gz,,,2750.0,2374.0,6452.4,5.562,2.718,16.0,16.6,1.0,14.8,13.8,0.0,,,,,,156.0,,,275.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,6562.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.346,0.0,,,,7086.0,,,,,,,,,,,,,""
9629153552,"Aug 11, 2023, 10:40:31 PM",Evening Run,Run,,1853,4.84,168.0,51,false,,,activities/10324524299.fit.gz,,,1853.0,1707.0,4840.0,4.48,2.835,13.8,17.0,7.4,13.4,6.1,-0.1,,,,,,159.0,,,208.0,,,51.0,,,,,,,,,,,,,0.0,,1.0,4962.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.612,0.0,,,,5334.0,,,,,,,,,,,,,""
9635796475,"Aug 12, 2023, 10:13:45 PM",Evening Run,Run,,4268,8.33,171.0,91,false,,,activities/10331524006.fit.gz,,,4268.0,3003.0,8335.0,7.513,2.776,7.8,7.4,1.0,4.2,7.6,0.0,,,,,,158.0,,,359.0,,,91.0,,,,,,,,,,,,,0.0,,1.0,8528.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.953,0.0,,,,9434.0,,,,,,,,,,,,,""
9642741907,"Aug 13, 2023, 10:53:13 PM",Evening Run,Run,,1241,3.24,161.0,27,false,,,activities/10338877336.fit.gz,,,1241.0,1187.0,3246.0,3.658,2.735,8.8,9.4,8.0,13.2,4.3,0.0,,,,,,151.0,,,139.0,,,27.0,,,,,,,,,,,,,0.0,,1.0,3257.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.616,0.0,,,,3586.0,,,,,,,,,,,,,""
9649056197,"Aug 14, 2023, 11:04:18 PM",Evening Run,Run,,3054,7.76,180.0,99,false,,,activities/10345512852.fit.gz,,,3054.0,2971.0,7766.1,5.702,2.614,20.0,20.4,4.6,10.2,17.1,0.0,,,,,,162.0,,,340.0,,,99.0,,,,,,,,,,,,,0.0,,1.0,7825.3,1692054016.0,3.0,29.4,34.1,25.2,0.79,1015.4,2.7,3.9,206.0,0.2,1692010880.0,1692058240.0,0.0,,,0.52,5.0,0.83,21541.3,0.0,,,,,0.0,2.543,0.0,,,,8092.0,,,,,,,,,,,,,""
9657907196,"Aug 16, 2023, 9:17:05 AM",Morning Run,Run,,747,1.61,150.0,6,false,,,activities/10354808928.fit.gz,,,747.0,638.0,1616.3,3.952,2.533,8.2,9.0,8.6,14.0,8.3,0.0,,,,,,137.0,,,68.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,1624.9,1692176384.0,2.0,28.2,32.7,25.1,0.83,1013.6,2.1,2.2,176.0,0.0,1692183680.0,1692230912.0,0.0,,,0.45,5.0,0.61,22990.1,0.0,,,,,0.0,2.164,0.0,,,,1874.0,,,,,,,,,,,,,""
9672165148,"Aug 18, 2023, 12:00:00 PM",Morning Run,Run,,2255,5.36,,,false,,,activities/9672165148.gpx,,,2255.0,1828.0,5368.2,4.192,2.937,11.3,12.2,7.1,11.6,9.5,0.0,,,,,,,,,327.0,,,,,,,,,,,,,,,,0.0,,1.0,5379.5,1692359936.0,3.0,26.3,29.7,23.6,0.85,1015.4,3.3,5.0,279.0,6.3,1692356480.0,1692403584.0,0.125,,,0.58,5.0,0.65,11137.2,0.0,,,,,0.0,2.381,0.0,,,,5458.0,,,,,,,,,,,,,""
9681781205,"Aug 19, 2023, 9:34:57 PM",Afternoon Run,Run,,4533,9.18,171.0,95,false,,,activities/9681781205.gpx,,,4533.0,3303.0,9183.0,5.007,2.78,23.4,22.9,7.1,12.1,5.3,0.0,,,,,,157.0,,,558.0,,,95.0,,,,,,,,,,,,,0.0,,1.0,9186.2,1692478848.0,2.0,34.2,39.1,24.0,0.55,1012.8,1.4,2.6,48.0,0.3,1692443008.0,1692489856.0,0.125,,,0.49,5.0,0.41,24615.2,4.0,,,,,0.0,2.026,0.0,,,,10440.0,,,,,,,,,,,,,""
9691241053,"Aug 20, 2023, 9:37:25 PM",Afternoon Run,Run,,1188,3.56,167.0,28,false,,,activities/10390536056.fit.gz,,,1188.0,1188.0,3568.0,3.996,3.003,9.8,10.4,6.8,12.8,10.5,0.0,,,,,,152.0,,,155.0,,,28.0,,,,,,,,,,,,,0.0,,1.0,3567.8,1692565248.0,5.0,31.2,35.7,24.4,0.67,1014.9,6.0,9.1,98.0,0.3,1692529408.0,1692576256.0,0.125,,,0.58,5.0,0.85,27963.3,3.0,,,,,0.0,3.003,0.0,,,,3750.0,,,,,,,,,,,,,""
9695069825,"Aug 21, 2023, 11:06:59 PM",Evening Run,Run,,3169,8.04,184.0,113,false,,,activities/10394598067.fit.gz,,,3169.0,2989.0,8047.5,5.45,2.692,15.0,15.0,5.4,10.0,8.0,0.0,,,,,,164.0,,,347.0,,,113.0,,,,,,,,,,,,,0.0,,1.0,8083.8,1692658816.0,1.0,33.7,37.9,23.2,0.55,1015.1,5.4,8.3,87.0,0.0,1692615808.0,1692662656.0,0.125,,,0.27,1.0,0.15,30386.3,0.0,,,,,0.0,2.539,0.0,,,,8388.0,,,,,,,,,,,,,""
9711741302,"Aug 23, 2023, 11:04:38 PM",Evening Run,Run,,3634,8.86,168.0,96,false,,,activities/10412277127.fit.gz,,,3634.0,3206.0,8859.4,4.004,2.763,27.8,28.8,8.0,13.4,7.1,0.0,,,,,,158.0,,,383.0,,,96.0,,,,,,,,,,,,,0.0,,1.0,8885.2,1692831616.0,3.0,32.5,36.9,23.9,0.61,1011.6,3.9,6.0,57.0,0.7,1692788736.0,1692835328.0,0.125,,,0.24,5.0,0.68,25055.0,0.0,,,,,0.0,2.438,0.0,,,,9872.0,,,,,,,,,,,,,""
9715148592,"Aug 24, 2023, 10:57:03 PM",Evening Run,Run,,3433,7.72,170.0,80,false,,,activities/9715148592.gpx,,,3433.0,2693.0,7726.4,4.759,2.869,18.5,18.4,7.2,11.7,20.0,0.0,,,,,,158.0,,,469.0,,,80.0,,,,,,,,,,,,,0.0,,1.0,7725.4,1692914432.0,3.0,32.2,36.6,23.8,0.61,1012.5,4.3,6.5,81.0,0.4,1692875136.0,1692921600.0,0.25,,,0.45,5.0,0.66,21028.0,1.0,,,,,0.0,2.251,0.0,,,,8828.0,,,,,,,,,,,,,""
9720508006,"Aug 25, 2023, 9:50:20 PM",Afternoon Run,Run,,2361,5.80,177.0,66,false,,,activities/9720508006.gpx,,,2361.0,1908.0,5806.8,4.836,3.043,7.1,6.9,13.8,18.6,3.8,0.0,,,,,,161.0,,,352.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,5802.5,1692997248.0,1.0,33.7,38.1,23.7,0.56,1011.7,4.0,7.3,338.0,0.0,1692961536.0,1693008000.0,0.375,,,0.0,1.0,0.28,22788.0,4.0,,,,,0.0,2.459,0.0,,,,6420.0,,,,,,,,,,,,,""
9727182888,"Aug 26, 2023, 10:17:42 PM",Evening Run,Run,,3597,10.12,188.0,110,false,,,activities/9727182888.gpx,,,3597.0,3555.0,10126.9,4.512,2.849,18.4,18.7,7.1,11.6,5.1,0.0,,,,,,158.0,,,610.0,,,110.0,,,,,,,,,,,,,0.0,,1.0,10049.4,1693087232.0,2.0,31.3,35.3,23.6,0.64,1008.5,3.4,6.2,339.0,0.0,1693047936.0,1693094272.0,0.375,,,0.26,5.0,0.62,23426.0,1.0,,,,,0.0,2.815,0.0,,,,11144.0,,,,,,,,,,,,,""
9734170823,"Aug 27, 2023, 9:50:03 PM",Afternoon Run,Run,,1280,3.86,166.0,32,false,,,activities/10436040821.fit.gz,,,1280.0,1269.0,3866.5,4.066,3.047,10.0,13.2,8.0,13.0,5.6,-0.1,,,,,,153.0,,,167.0,,,32.0,,,,,,,,,,,,,0.0,,1.0,3859.4,1693170048.0,2.0,33.2,37.5,23.5,0.57,1006.6,2.2,7.2,83.0,3.4,1693134464.0,1693180672.0,0.375,,,0.42,5.0,0.59,14840.0,3.0,,,,,0.0,3.021,0.0,,,,4068.0,,,,,,,,,,,,,""
9739788260,"Aug 28, 2023, 11:04:32 PM",Evening Run,Run,,3141,8.04,179.0,96,false,,,activities/10441950452.fit.gz,,,3141.0,2987.0,8047.9,5.652,2.694,21.8,21.6,5.6,10.0,16.9,0.0,,,,,,161.0,,,348.0,,,96.0,,,,,,,,,,,,,0.0,,1.0,8106.8,1693263616.0,3.0,30.9,35.5,24.7,0.7,1008.9,3.5,5.1,188.0,0.0,1693220864.0,1693266944.0,0.375,,,0.52,5.0,0.89,25518.0,0.0,,,,,0.0,2.562,0.0,,,,8480.0,,,,,,,,,,,,,""
9768999802,"Sep 2, 2023, 1:44:38 PM",Morning Run,Run,,4056,8.36,163.0,76,false,,,activities/10472963071.fit.gz,,,4056.0,3114.0,8361.1,4.395,2.685,28.8,29.2,7.4,13.2,9.1,0.0,,,,,,152.0,,,358.0,,,76.0,,,,,,,,,,,,,0.0,,1.0,8406.4,1693659648.0,2.0,26.7,30.3,24.1,0.86,1018.7,4.4,6.3,71.0,0.0,1693652992.0,1693698560.0,0.625,,,0.45,5.0,0.52,20029.0,1.0,,,,,0.0,2.061,0.0,,,,9600.0,,,,,,,,,,,,,""
9778793272,"Sep 3, 2023, 10:17:18 PM",Evening Run,Run,,1172,3.54,165.0,24,false,,,activities/10483361104.fit.gz,,,1172.0,1169.0,3546.4,4.164,3.034,10.8,10.4,7.6,13.8,4.7,0.0,,,,,,148.0,,,153.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,3561.8,1693778432.0,2.0,31.9,34.5,20.8,0.52,1013.8,4.7,7.2,74.0,0.0,1693739392.0,1693784960.0,0.625,,,0.0,1.0,0.59,29528.0,1.0,,,,,0.0,3.026,0.0,,,,3690.0,,,,,,,,,,,,,""
9791785974,"Sep 5, 2023, 10:41:41 PM",Evening Run,Run,,3099,8.87,161.0,79,false,,,activities/10497038975.fit.gz,,,3099.0,3096.0,8872.8,4.362,2.866,21.2,20.2,15.8,22.8,23.2,0.0,,,,,,152.0,,,383.0,,,79.0,,,,,,,,,,,,,0.0,,1.0,8897.0,1693951232.0,2.0,31.5,34.0,20.8,0.53,1014.7,3.2,5.7,326.0,0.0,1693912320.0,1693957632.0,0.75,,,0.0,1.0,0.52,31995.0,1.0,,,,,0.0,2.863,0.0,,,,9650.0,,,,,,,,,,,,,""
9837686182,"Aug 30, 2023, 9:16:47 PM",Afternoon Run,Run,,3486,8.05,163.0,70,false,,,activities/10545377230.fit.gz,,,3486.0,2943.0,8049.1,3.884,2.735,26.0,28.4,7.2,13.0,12.0,0.0,,,,,,151.0,,,346.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,8068.1,1693429248.0,5.0,29.8,35.2,26.2,0.81,1006.1,7.7,12.6,236.0,1.8,1693393664.0,1693439616.0,0.5,,,0.99,5.0,0.78,14474.0,3.0,,,,,0.0,2.309,0.0,,,,9124.0,,,,,,,,,,,,,""
9844651041,"Sep 13, 2023, 10:54:22 PM",Evening Run,Run,,3663,9.65,,,false,,,activities/9844651041.gpx,,,3663.0,3314.0,9657.2,4.718,2.914,19.6,21.7,7.1,11.6,6.1,0.0,,,,,,,,,588.0,,,,,,,,,,,,,,,,0.0,,1.0,9671.5,1694642432.0,1.0,32.1,35.9,23.1,0.59,1011.1,4.7,6.4,311.0,0.0,1694603648.0,1694648320.0,0.0,,,0.53,5.0,0.05,30478.0,1.0,,,,,0.0,2.636,0.0,,,,10100.0,,,,,,,,,,,,,""
9850822206,"Sep 14, 2023, 10:01:47 PM",Evening Run,Run,,3185,8.36,,,false,,,activities/9850822206.gpx,,,3185.0,2740.0,8368.2,4.578,3.054,11.3,11.2,14.6,19.7,2.4,0.0,,,,,,,,,509.0,,,,,,,,,,,,,,,,0.0,,1.0,8376.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.627,0.0,,,,8530.0,,,,,,,,,,,,,""
9870431232,"Sep 17, 2023, 9:09:03 PM",Afternoon Run,Run,,2530,6.44,156.0,48,false,,,activities/9870431232.gpx,,,2530.0,2519.0,6441.1,4.105,2.557,15.1,16.3,7.2,11.7,4.9,0.0,,,,,,147.0,,,391.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,6437.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.546,0.0,,,,7620.0,,,,,,,,,,,,,""
9870442006,"Sep 11, 2023, 9:53:00 PM",Afternoon Run,Run,"",3434,9.65,,,false,,,,,,3434.0,3434.0,9656.1,,2.812,,,,,,0.0,,,,,,,,,587.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.812,0.0,,,,,,,,,,,,,,,,,""
9876463274,"Sep 18, 2023, 10:33:47 PM",Evening Run,Run,,2617,6.99,178.0,80,false,,,activities/9876463274.gpx,,,2617.0,2358.0,6989.4,5.929,2.964,10.2,10.3,5.0,7.8,2.7,0.0,,,,,,161.0,,,424.0,,,80.0,,,,,,,,,,,,,0.0,,1.0,6977.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.671,0.0,,,,7310.0,,,,,,,,,,,,,""
9895721257,"Sep 21, 2023, 10:39:20 PM",Evening Run,Run,,3285,9.18,165.0,92,false,,,activities/9895721257.gpx,,,3285.0,3285.0,9180.3,4.357,2.795,25.5,25.5,7.1,14.0,6.0,0.0,,,,,,155.0,,,557.0,,,92.0,,,,,,,,,,,,,0.0,,1.0,9165.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.795,0.0,,,,10188.0,,,,,,,,,,,,,""
9901372364,"Sep 22, 2023, 11:17:07 PM",Evening Run,Run,,2592,6.93,195.0,65,false,,,activities/9901372364.gpx,,,2592.0,2569.0,6929.3,4.253,2.697,16.4,16.8,7.2,14.0,5.9,0.0,,,,,,152.0,,,421.0,,,65.0,,,,,,,,,,,,,0.0,,1.0,6930.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.673,0.0,,,,7848.0,,,,,,,,,,,,,""
9906362199,"Sep 23, 2023, 4:45:37 PM",Lunch Run,Run,,1762,4.52,199.0,38,false,,,activities/9906362199.gpx,,,1762.0,1641.0,4519.3,4.399,2.754,11.1,11.7,7.1,13.0,4.0,0.0,,,,,,150.0,,,274.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,4516.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.565,0.0,,,,5048.0,,,,,,,,,,,,,""
9920626441,"Sep 25, 2023, 10:39:47 PM",Evening Run,Run,,2370,6.66,,,false,,,activities/9920626441.gpx,,,2370.0,2368.0,6660.3,5.476,2.813,9.8,9.7,5.0,7.8,3.7,0.0,,,,,,,,,405.0,,,,,,,,,,,,,,,,0.0,,1.0,6668.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.81,0.0,,,,6608.0,,,,,,,,,,,,,""
9933612253,"Sep 27, 2023, 9:30:54 PM",Afternoon Run,Run,,3504,9.66,163.0,90,false,,,activities/9933612253.gpx,,,3504.0,3487.0,9664.2,4.286,2.771,5.8,5.8,0.6,3.6,3.7,0.0,,,,,,153.0,,,586.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,9653.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.758,0.0,,,,10720.0,,,,,,,,,,,,,""
9940003136,"Sep 28, 2023, 10:06:02 PM",Evening Run,Run,,3111,8.36,169.0,84,false,,,activities/9940003136.gpx,,,3111.0,2735.0,8369.0,4.717,3.06,5.7,5.6,0.8,3.8,2.9,0.0,,,,,,158.0,,,508.0,,,84.0,,,,,,,,,,,,,0.0,,1.0,8360.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.69,0.0,,,,8886.0,,,,,,,,,,,,,""
9952011700,"Sep 30, 2023, 8:52:17 PM",Afternoon Run,Run,,4910,11.21,167.0,112,false,,,activities/9952011700.gpx,,,4910.0,3962.0,11214.8,4.65,2.831,6.8,6.7,0.4,4.8,5.6,0.0,,,,,,157.0,,,681.0,,,112.0,,,,,,,,,,,,,0.0,,1.0,11211.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.284,3205.5,,,,12666.0,,,,,,,,,,,,,""
9956581163,"Oct 1, 2023, 2:37:41 PM",Morning Run,Run,,1550,4.20,160.0,34,false,,,activities/9956581163.gpx,,,1550.0,1546.0,4199.5,4.203,2.716,2.9,2.8,0.6,3.6,2.7,0.0,,,,,,149.0,,,255.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,4202.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.709,0.0,,,,4814.0,,,,,,,,,,,,,""
9965220466,"Oct 2, 2023, 10:36:15 PM",Evening Run,Run,,3028,7.69,185.0,82,false,,,activities/9965220466.gpx,,,3028.0,2830.0,7697.3,5.788,2.72,18.7,18.9,5.0,9.8,12.7,0.0,,,,,,159.0,,,469.0,,,82.0,,,,,,,,,,,,,0.0,,1.0,7721.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.542,0.0,,,,8066.0,,,,,,,,,,,,,""
